u,v,delay_ms,bandwidth_mbps,reliability
1,0,13.88314635104122,632.7034980651198,0.9824869880849719
2,0,10.71299577611203,222.12953850750782,0.9726232237585241
3,0,6.121875767031657,394.61740024756085,0.9722802669258076
7,0,12.37479659533074,686.5791897195005,0.9869574269989168
18,0,13.194907523994928,840.0978262810523,0.9551714046615559
143,0,6.327298151708195,985.625318662965,0.9983888379139424
0,6,14.440844135826179,589.6737639352301,0.9885342044564206
0,9,13.47997726233021,139.18098265009897,0.9689571847548405
0,10,11.967799098751744,421.3844888632596,0.953310418329353
0,11,10.885252800129976,193.29748074972053,0.9785132627563489
0,13,7.227588553370274,404.6925323617307,0.9814969851939332
0,19,4.618230974355388,744.4405518365752,0.9962366523848943
0,20,5.419091914040411,811.9982919061396,0.9934037288952872
0,21,6.720910595242701,458.40165011741533,0.9899548979521431
0,23,10.762805985609003,357.49980599639383,0.9922447879929932
0,24,10.868776410692156,345.8949455024861,0.9891677781643937
0,29,5.241806611079265,722.8616420013535,0.9679999994210244
0,31,3.9913380796087963,482.0496951865725,0.9710997504481689
0,33,6.525197028029987,192.33811700390288,0.9660680753617364
0,34,8.350989157195832,745.896620180491,0.9581655938312297
0,43,11.054206666724014,465.5892083568872,0.975141214953763
0,45,3.3736874290805567,863.8023789734812,0.983226354727777
0,47,5.831944565044227,680.6465881295176,0.9677453785446276
0,49,4.841257960712497,504.9303118433146,0.9681772608699549
0,51,4.652341293942321,430.2549537884491,0.9654048866244291
0,52,14.526240627179915,123.32200677772889,0.9591163544241573
0,55,12.299573802377857,733.6340300861433,0.9605139508457622
0,59,4.628741012766326,166.64683525888933,0.958460161835218
0,68,6.599480138840859,241.75472438803456,0.9847686257693089
0,70,7.337906197496272,301.8174537213609,0.9982714947897795
0,72,8.928263249363066,424.80687199994395,0.9780415929487097
0,75,13.610957362015439,159.17329474062947,0.9695098390577745
0,81,6.804332045525783,166.7485177887756,0.9728258267814318
0,83,12.948644737624786,596.1730992482195,0.9788015135296896
0,85,9.034365437392497,881.3904646774498,0.9907381495169095
0,87,4.943603514670796,941.2640529751696,0.9610480439510578
0,90,3.946318857425925,276.67172753476626,0.9968612297251167
0,91,10.500268337383085,652.9854504773782,0.9545779919372952
0,95,10.493750249203988,911.8008043216543,0.9665433597436843
0,97,13.365374299440397,173.1005694040329,0.9964787958445491
0,99,5.529700556423574,614.9234822014578,0.9802873128899229
0,100,13.667962577387453,591.0197351925409,0.9814534571757604
0,101,5.938534927787316,826.6143829859179,0.9698985338104833
0,104,7.98746095456938,517.9979419978015,0.966669435849237
0,105,13.337820921989938,387.38475338205524,0.9984131451038873
0,106,7.7845992860883,784.5984953156574,0.9752340265700289
0,107,5.900854331237605,210.26971817556398,0.9720302045877875
0,108,3.6072635016034833,950.846403432897,0.9923440286677591
0,115,4.912108942711252,996.3724699858751,0.9728739407691301
0,118,7.718906209359567,511.5075779707578,0.9617957033927893
0,120,6.37627606048234,637.7668939091676,0.9912996326987351
0,122,3.098128871366891,196.74737593408668,0.9565628122556233
0,123,7.389331677304812,462.92866490292266,0.952216877331052
0,124,9.741802381991324,426.2713983498561,0.9641414831549157
0,125,8.404252567685017,594.8713805656776,0.9904402545799721
0,128,4.160177832296822,435.87850269233803,0.9983525955573855
0,130,4.731208312427212,642.216656045692,0.9696679671295272
0,131,3.466967594954643,742.232661692326,0.9893943269045163
